Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,Z_mm_smoothed,B_px,X_mm,X_mm_smoothed,Y_mm,Y_mm_smoothed
187,49,376,66,392,42,305.4633642415406,179.25400971805345,305.2175929681927,208.08652046684813,0.674,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.278,0.0744,4.537,4.6037,192.5972,2.795,2.8519,3.9429,3.8025
188,59,268,370,267,403,91.45021629093343,158.05062480104277,91.49954703797764,191.06543381784158,0.765,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.5166,0.0946,5.7811,5.7817,172.997,-0.1119,-0.0845,-4.3398,-4.3895
188,66,184,267,174,275,147.9946167919165,103.77379245262264,147.2647737278924,116.50321883965266,0.6963,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.4265,0.0578,3.5081,3.9781,109.7707,-2.326,-2.5545,-1.4756,-1.3333
188,27,190,106,173,88,232.27500495788925,134.01492454200763,231.3965852114722,158.67261893597143,0.425,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.3688,0.0842,5.1432,5.0411,145.3051,-2.255,-2.1756,2.8654,2.7190
188,49,374,68,391,43,305.3112134396332,176.4652940382329,305.15098548888295,206.69300907384363,0.7118,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.7733,0.0789,4.8123,4.6926,190.3868,2.7556,2.7789,3.9028,3.8516
188,67,491,64,500,58,325.94920830302925,264.31988196123274,325.96338964632963,275.13632984395207,0.9429,5,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,2.2298,0.0201,1.1758,1.1758,269.6197,5.6063,5.6063,3.7877,3.7877
189,59,267,374,267,408,91.76782705585607,162.077142126828,91.46131009088123,196.0637651377735,0.6845,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.5533,0.0949,5.8015,5.8418,177.4578,-0.1243,-0.1293,-4.4514,-4.4209
189,66,183,271,173,279,146.4587523458772,106.78014796768171,145.9111283842834,119.54078801814885,0.7717,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.2702,0.0564,3.4212,3.7216,112.8007,-2.3514,-2.5560,-1.5759,-1.3539
189,27,190,110,172,92,231.20344790169182,130.87398519186308,230.1944289077348,156.20499351813308,0.4075,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.8126,0.0882,5.3899,5.2129,142.4219,-2.2659,-2.2445,2.7639,2.7602
189,49,373,71,390,47,305.61448173995694,173.44163283364233,305.5705120459807,202.85216291674092,0.8017,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.6918,0.0782,4.767,4.7685,186.9976,2.731,2.7360,3.8159,3.8309
190,59,266,375,265,410,92.10809531235701,163.11039206623224,92.02476508156104,198.12369873389704,0.7734,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.779,0.0969,5.927,5.8857,178.9202,-0.1616,-0.1666,-4.4869,-4.4403
190,27,189,112,171,94,230.3073268493312,129.9576854210631,229.4387163677047,155.32224567009067,0.4572,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.8876,0.0889,5.4316,5.2570,141.5124,-2.2905,-2.2991,2.7137,2.7574
190,49,372,73,389,49,305.7321637371789,171.2337583538947,305.6704603573019,200.6439632782407,0.771,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.7949,0.0791,4.8243,4.8102,184.7759,2.7057,2.7058,3.7655,3.8006
191,59,265,376,264,412,92.4440680576354,164.14932226482082,92.29061004263853,200.15993605114886,0.7397,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.9925,0.0988,6.0456,5.9193,180.3749,-0.1864,-0.2262,-4.5225,-4.4149
191,27,189,113,171,96,230.02407525853957,129.18978287774928,228.9542477155211,153.8083222715858,0.3959,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6742,0.087,5.3129,5.2808,140.4282,-2.2913,-2.3488,2.6773,2.7746
191,49,372,75,388,50,306.1267157727899,169.61426826773743,305.60453398043313,199.24858845171275,0.5823,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.9344,0.0803,4.9018,4.8350,183.241,2.6927,2.6533,3.7274,3.8178
192,59,263,372,261,406,93.21949489685284,160.25292509030842,93.24525490389017,194.31160541768986,0.8108,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.6824,0.0961,5.8732,5.9391,175.6465,-0.2486,-0.2958,-4.4007,-4.3500
192,66,179,270,169,278,148.05002855366683,109.60383204979651,147.34919770340446,122.3315167894194,0.6535,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.1026,0.0549,3.3281,3.4553,115.6185,-2.4519,-2.5424,-1.5512,-1.3820
192,27,184,110,168,92,229.21417852273404,134.7145129523913,229.08561677997488,158.79546593023366,0.7758,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.124,0.082,5.0072,5.1036,145.7671,-2.3928,-2.4197,2.7667,2.8183
192,49,370,72,386,48,304.99202019855863,170.89177862027185,304.8040117527132,199.7298175035465,0.7386,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.6531,0.0778,4.7455,4.8672,184.1889,2.6439,2.6007,3.7912,3.8573
193,27,181,103,162,84,230.14276455788422,141.9929575718458,229.32506043473848,168.77203559831824,0.4473,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.5829,0.0862,5.2622,4.8983,154.2287,-2.5033,-2.4958,2.9516,2.8872
193,49,364,65,380,39,302.04040507383985,173.4156855650607,301.97560369958364,203.94361965994426,0.7916,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.9966,0.0809,4.9364,4.9307,187.4448,2.493,2.5280,3.9888,3.9389
194,59,257,365,254,398,95.59933933652057,153.73353570382747,95.52754015165618,186.86893802876924,0.8018,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.8188,0.0973,5.9491,5.9555,168.6895,-0.4101,-0.3579,-4.2132,-4.2628
194,27,174,102,160,83,228.301865674435,147.32277488562318,229.03492751613095,170.83617883809038,0.4265,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.2187,0.0739,4.5041,4.7501,158.2106,-2.6205,-2.5790,2.9824,2.9806
194,49,363,64,379,38,301.5858975038667,173.738308959193,301.5891264356175,204.26698215815497,0.8073,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.9814,0.0808,4.928,4.9241,187.7699,2.4681,2.4657,4.0138,4.0013
195,59,255,362,251,394,96.46593209893953,150.9602596712128,96.58194465517802,183.20753259623362,0.7668,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.7316,0.0965,5.9006,5.9670,165.528,-0.4723,-0.4126,-4.1268,-4.2030
195,66,171,259,160,266,155.04524942542102,111.40017953306898,154.25929164376717,124.33824833895642,0.681,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.1034,0.0549,3.3285,3.2997,117.5142,-2.6645,-2.5696,-1.2635,-1.3636
195,27,172,99,158,80,228.49259316085605,150.89400253157845,229.1849161251184,174.41330224498358,0.4186,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.0402,0.0723,4.4049,4.8027,161.8034,-2.6711,-2.6235,3.058,3.0499
196,59,255,359,251,391,96.59673829789422,147.97972834141845,96.69126443255229,180.22763384120648,0.7723,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.9267,0.0983,6.009,5.9965,162.5194,-0.4722,-0.4473,-4.0509,-4.1877
196,66,170,257,159,263,156.1940564815423,111.48542505637228,155.70903759164904,123.97580409095961,0.7828,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8992,0.053,3.215,3.2681,117.3993,-2.69,-2.6373,-1.2011,-1.3211
196,27,171,96,156,76,228.9542477155211,153.8083222715858,229.53777250790662,178.75122377203465,0.4614,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.3409,0.075,4.572,4.8049,165.3444,-2.7074,-2.6459,3.1441,3.0549
197,66,170,258,159,264,155.72555886556054,111.89280584559492,155.2892005377698,124.39051410778879,0.7579,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8821,0.0529,3.2055,3.2808,117.8111,-2.6901,-2.6860,-1.2262,-1.2998
197,27,177,97,157,77,230.4403320310055,149.164338901763,229.57392125990086,177.341478509682,0.4127,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.5971,0.0863,5.2701,4.9241,162.0371,-2.6153,-2.6426,3.1135,3.0366
197,49,357,58,375,31,298.8964162638126,175.90054007876157,299.64250657650234,208.25465180878913,0.3975,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.3661,0.0842,5.1417,4.9174,190.7151,2.3422,2.4158,4.1735,4.0338
198,59,255,365,252,399,96.3401917459099,153.9415473483361,96.10468487692889,188.06647760831805,0.7215,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,11.0961,0.0998,6.1032,5.9891,169.3016,-0.4596,-0.4598,-4.2235,-4.2201
198,66,170,263,159,270,153.434948822922,114.03946685248927,152.8297342256772,127.01574705523721,0.696,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.9864,0.0538,3.2635,3.3191,120.1783,-2.6898,-2.6933,-1.3637,-1.3522
198,27,177,102,157,83,229.1849161251184,145.34441853748632,228.28386228790635,172.81782315490494,0.4079,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6028,0.0864,5.2733,5.1042,157.895,-2.6153,-2.6314,2.9765,2.9878
198,49,360,63,375,37,300.5662698895545,173.04623659588788,300.47985098146296,203.0615670184784,0.7624,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.8749,0.0798,4.8688,4.9094,186.8562,2.3812,2.3935,4.0394,4.0065
199,59,258,369,252,403,95.09569991955861,157.62296786953354,95.97777359236066,192.04426573058618,0.4262,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.9473,0.0984,6.0205,5.9601,173.1394,-0.4225,-0.4598,-4.3242,-4.2678
199,66,175,267,160,275,150.44631636769256,111.50784725749125,150.64224645720873,128.50291825480073,0.8233,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8746,0.0708,4.3128,3.3392,119.4037,-2.6092,-2.6932,-1.4731,-1.4173
199,27,177,105,158,87,228.39971415912325,143.0873858870865,227.63518458245142,169.17742166140255,0.4655,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.2915,0.0836,5.1003,5.2508,155.0425,-2.6041,-2.6130,2.8907,2.9219
199,49,361,66,375,41,301.36602721059563,170.98830369355676,301.0622027917458,199.6246477767713,0.6871,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.5927,0.0773,4.712,4.8718,184.2001,2.3947,2.3762,3.9537,3.9770
200,59,255,371,251,405,96.10277965365579,159.90622251807463,96.20982614718626,194.1391253714717,0.7613,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.7527,0.0967,5.9124,5.8958,175.3677,-0.4723,-0.4699,-4.3753,-4.3134
200,66,170,269,158,277,150.80251395393555,116.84605256490268,150.3092734879832,131.2288078129189,0.7612,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.4475,0.058,3.5198,3.3387,123.6205,-2.7011,-2.7032,-1.5256,-1.4498
200,27,177,108,157,90,227.5895018472409,140.85808461000738,226.69178856826449,167.6573887426379,0.4171,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6601,0.0869,5.3051,5.0542,153.0938,-2.6151,-2.6393,2.8143,2.8885
200,49,360,70,375,45,301.7872531216648,167.05687654209268,301.6648936589541,196.2090721653818,0.7584,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.9244,0.0803,4.8963,4.7112,180.4632,2.3811,2.3772,3.8521,3.9262
201,59,255,371,251,404,96.10277965365579,159.90622251807463,96.24191434741505,193.14502323383846,0.7688,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.4699,0.0941,5.7552,5.7805,174.961,-0.4726,-0.4825,-4.365,-4.3223
201,66,170,269,159,277,150.80251395393555,116.84605256490268,150.0915726785949,130.36103712382777,0.6716,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.0798,0.0547,3.3154,3.3642,123.2341,-2.6896,-2.7156,-1.5262,-1.4647
201,27,177,108,157,90,227.5895018472409,140.85808461000738,226.69178856826449,167.6573887426379,0.4198,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6601,0.0869,5.3051,4.8606,153.0938,-2.6151,-2.6655,2.8143,2.8774
201,49,360,69,375,45,301.6075022462489,167.90771274721124,301.6648936589541,196.2090721653818,0.8006,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.6437,0.0777,4.7403,4.6363,180.9585,2.382,2.3701,3.8661,3.8995
202,66,168,264,157,271,153.434948822922,116.27553482998907,152.84020430770352,129.25169244539896,0.7062,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8773,0.0529,3.2029,3.3225,122.4207,-2.7402,-2.7246,-1.3889,-1.4636
202,27,169,103,155,85,226.6211459136534,149.96666296213968,227.34687429248729,172.67889274604468,0.4006,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8283,0.0704,4.2871,4.7015,160.5234,-2.7467,-2.6940,2.9465,2.8836
203,59,253,368,249,400,96.94413051099325,157.15279189374905,96.97492951599615,189.40168953839878,0.8095,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.3485,0.0931,5.6877,5.7081,171.7768,-0.5224,-0.4975,-4.2788,-4.3183
203,66,168,266,156,273,152.56027205180072,117.18361660232202,152.26182037161277,131.06105447462264,0.7971,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.2168,0.0559,3.3915,3.2591,123.7344,-2.7517,-2.7324,-1.4384,-1.4363
203,27,169,104,155,86,226.3574658445306,149.24141516348604,227.12109639666144,171.9447585708852,0.3813,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8608,0.0707,4.3052,4.4979,159.7907,-2.7466,-2.7203,2.9214,2.9100
204,59,253,368,249,399,96.94413051099325,157.15279189374905,97.01185827447512,188.40912929048847,0.7801,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.0588,0.0905,5.5267,5.6317,171.3674,-0.5227,-0.5026,-4.2684,-4.2969
204,66,168,266,157,273,152.56027205180072,117.18361660232202,152.05696557661707,130.17680284904833,0.7314,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8414,0.0525,3.183,3.2306,123.339,-2.7402,-2.7425,-1.4389,-1.4238
204,27,169,104,155,86,226.3574658445306,149.24141516348604,227.12109639666144,171.9447585708852,0.39,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8608,0.0707,4.3052,4.4438,159.7907,-2.7466,-2.7282,2.9214,2.9304
205,66,168,264,157,271,153.434948822922,116.27553482998907,152.84020430770352,129.25169244539896,0.6751,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8773,0.0529,3.2029,3.3667,122.4207,-2.7402,-2.7293,-1.3889,-1.4434
205,27,169,103,155,85,226.6211459136534,149.96666296213968,227.34687429248729,172.67889274604468,0.4065,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8283,0.0704,4.2871,4.5770,160.5234,-2.7467,-2.7099,2.9465,2.9120
206,59,254,369,250,401,96.54038582819662,158.02847844613325,96.63947051889366,190.2761151589973,0.7847,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.2961,0.0926,5.6586,5.5739,172.6595,-0.4976,-0.5077,-4.3041,-4.2877
206,66,168,267,157,274,152.12804747359667,117.64777940955791,151.66954191445993,130.64838307457157,0.7028,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.8227,0.0524,3.1726,3.4906,123.8077,-2.7403,-2.7086,-1.464,-1.4606
207,59,254,368,250,399,96.58194465517802,157.0350279396288,96.70983680775694,188.28967045486058,0.762,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.0652,0.0905,5.5302,5.5616,171.248,-0.4978,-0.5027,-4.2684,-4.2979
207,27,175,104,156,86,228.07146211707038,145.16542288024377,227.3662479914558,171.26587517658035,0.4723,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.1728,0.0825,5.0343,4.7158,157.1392,-2.6544,-2.6865,2.9161,2.8935
208,59,254,370,250,401,96.49934627965457,159.02201105507376,96.63947051889366,190.2761151589973,0.7583,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.9505,0.0895,5.4665,5.5562,173.2508,-0.4979,-0.5002,-4.319,-4.3204
208,49,359,66,373,44,300.79030868800555,169.95587662684687,301.0138840604151,196.02295783912658,0.7,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.9208,0.0712,4.3386,4.6214,182.0611,2.3469,2.3528,3.9198,3.9421
209,59,254,370,250,402,96.49934627965457,159.02201105507376,96.60483549675398,191.2694434560837,0.7823,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.2376,0.0921,5.6261,5.4896,173.6614,-0.4976,-0.4879,-4.3294,-4.3162
209,66,172,268,158,275,150.75117366345305,114.61239025515522,151.0735741647464,130.24976007655445,0.7814,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.1019,0.0639,3.8835,3.6151,121.9318,-2.6741,-2.6880,-1.487,-1.4777
209,27,175,106,156,89,227.53854459839877,143.68368035375485,226.67763946615347,169.07099100673656,0.4066,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.0271,0.0812,4.9533,4.8075,155.347,-2.655,-2.6609,2.8544,2.8679
209,49,359,67,373,44,300.9637565320735,169.09760495051373,301.0138840604151,196.02295783912658,0.7748,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.2009,0.0737,4.4942,4.5705,181.5675,2.346,2.3281,3.9059,4.0099
210,59,252,372,251,404,97.1250163489018,161.24515496597098,96.24191434741505,193.14502323383846,0.393,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.0102,0.09,5.4997,5.4542,175.7594,-0.5103,-0.4805,-4.3809,-4.3142
210,66,173,269,159,277,150.06848815949223,114.23659658795863,150.0915726785949,130.36103712382777,0.8778,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.3311,0.0659,4.0108,3.6209,121.7673,-2.6484,-2.6780,-1.5241,-1.4877
210,68,154,255,136,260,159.97791676335524,125.59060474414477,160.55996517182382,144.22205101855957,0.5191,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.6792,0.0691,4.2043,4.3287,134.263,-3.1718,-3.1584,-1.1364,-1.1153
210,27,176,107,157,90,227.563770211465,142.2708684165525,226.69178856826449,167.6573887426379,0.4125,4,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.1091,0.0819,4.9989,4.7851,153.9244,-2.6297,-2.6561,2.8292,2.8656
211,66,173,269,160,277,150.06848815949223,114.23659658795863,149.87095735585805,129.49517365523704,0.8058,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,6.962,0.0626,3.8057,3.6307,121.3883,-2.6371,-2.6779,-1.5247,-1.4627
211,68,155,255,137,261,159.82054133548908,124.65151423067431,160.05097781644287,143.6175476743702,0.6438,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.8621,0.0707,4.3059,4.2933,133.4641,-3.1461,-3.1618,-1.1486,-1.0924
211,27,176,108,158,92,227.29061004263852,141.53444810363305,226.46880071438582,165.51737068960466,0.4131,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.6861,0.0781,4.7638,4.7662,152.5893,-2.6189,-2.6612,2.7935,2.8807
212,59,256,369,253,399,95.81897090139458,157.8131806916013,95.801586887647,187.9627622695517,0.7812,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6966,0.0872,5.3254,5.4206,171.5735,-0.4358,-0.4805,-4.2834,-4.2847
212,66,170,266,159,273,152.10272896905238,115.41230437002807,151.63880567042628,128.41339493993607,0.7997,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.9297,0.0533,3.232,3.4772,121.5662,-2.69,-2.6912,-1.4388,-1.4306
212,68,155,252,136,257,161.12545024179667,123.64869590901475,161.6915317211053,143.2515270424717,0.5486,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.1678,0.0734,4.4758,4.2875,132.7302,-3.1573,-3.1637,-1.0608,-1.0762
213,59,255,368,252,398,96.21922968879116,156.92354826475216,96.13725594926198,187.0721785835617,0.7888,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.7465,0.0876,5.3532,5.4080,170.6767,-0.4607,-0.4805,-4.2581,-4.2400
213,68,154,251,136,255,161.71084164999723,124.27791436936813,162.4542712543037,142.63590010933433,0.4692,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.6487,0.0688,4.1873,4.3289,132.8256,-3.1719,-3.1709,-1.024,-1.0337
214,68,154,250,136,255,162.14968169778317,123.96773773849388,162.4542712543037,142.63590010933433,0.6369,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.787,0.07,4.2642,5.1790,132.6482,-3.1713,-3.2307,-1.0113,-0.9762
214,27,170,103,156,86,226.90011096557686,149.2816130673835,227.3662479914558,171.26587517658035,0.4981,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.627,0.0686,4.1753,4.7584,159.5199,-2.7224,-2.6662,2.9347,2.9132
215,59,254,365,250,394,96.70983680775694,154.05518491761322,96.89242312248516,183.3248482884958,0.7593,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.6479,0.0868,5.2984,5.3929,167.4204,-0.4981,-0.4830,-4.1716,-4.1780
215,66,168,262,157,269,154.3231843181618,115.39497389401325,153.6345848774464,128.35108102388543,0.6695,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.9111,0.0532,3.2217,3.3021,121.5287,-2.7401,-2.7096,-1.3388,-1.3810
215,27,174,101,155,83,228.55926682128322,148.07092894960846,227.7927023657133,174.1551032843999,0.4408,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.0022,0.0809,4.9395,4.7627,160.0573,-2.68,-2.6762,2.9916,2.9580
216,66,168,262,157,268,154.3231843181618,115.39497389401325,154.03593146176996,127.91012469699183,0.8416,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.7203,0.0514,3.1156,3.2287,121.3307,-2.7405,-2.7375,-1.3265,-1.3287
216,68,153,247,134,251,163.61045966596524,124.04031602668546,164.21924669048462,143.40502083260543,0.5379,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.0521,0.0724,4.4115,5.9911,133.0216,-3.2077,-3.2932,-0.9236,-0.9142
216,27,174,100,155,82,228.81407483429035,148.8220413782851,228.01278750418334,174.89711261195822,0.4224,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.9576,0.0805,4.9147,4.6465,160.8094,-2.6802,-2.7169,3.0168,3.0412
217,59,254,362,250,392,96.84277341263095,151.07613974417006,96.96825674137854,181.3394606807906,0.7533,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.1244,0.091,5.5632,5.4733,164.8302,-0.4977,-0.5053,-4.1062,-4.1172
217,66,168,260,157,266,155.22485943116808,114.54256850621083,154.84688286152561,127.04723531033645,0.8199,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,5.7561,0.0518,3.1355,3.3768,120.4713,-2.7405,-2.7492,-1.2764,-1.3300
217,27,174,99,155,80,229.06631877480598,149.57606760441325,228.4473868518652,176.3887751530692,0.4899,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.1475,0.0823,5.0203,4.8514,161.8797,-2.6794,-2.7205,3.0533,3.0720
218,59,253,361,249,390,97.26695440581169,150.20652449211386,97.36259251121254,179.47980387776224,0.7855,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,9.8743,0.0888,5.4242,5.5481,163.5436,-0.5228,-0.5226,-4.0705,-4.0616
218,68,152,244,112,250,165.06858282186246,124.1933975700802,166.63978155523552,164.4506004853737,0.5567,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.5101,0.1395,8.5562,6.8609,141.5147,-3.4452,-3.3528,-0.8613,-0.8595
218,49,358,58,371,32,299.18080605249986,176.38594048279472,298.81079374297303,205.4288197892399,0.6553,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,8.459,0.0761,4.6377,4.6569,189.8028,2.3078,2.2927,4.1665,4.0340
219,59,252,357,248,387,97.85331330197822,146.37281168304446,97.80899246029573,176.63804799646084,0.7926,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.4198,0.0937,5.7274,5.6712,160.0875,-0.5472,-0.5299,-3.9798,-4.0526
219,68,151,240,111,245,166.97080519205628,124.19742348374221,168.41658139531296,164.34719346554112,0.5106,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,15.4741,0.1391,8.5362,6.9296,141.479,-3.47,-3.3673,-0.7506,-0.8319
219,27,166,93,152,74,228.3067464802425,159.3643623900902,228.9909130984298,182.87700784953805,0.3962,3,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,7.6402,0.0687,4.1826,4.7475,170.313,-2.8223,-2.7511,3.2094,3.0803
220,59,252,357,248,387,97.85331330197822,146.37281168304446,97.80899246029573,176.63804799646084,0.7991,2,28,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,10.4198,0.0937,5.7274,5.7335,160.0875,-0.5472,-0.5422,-3.9798,-4.0618
