Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm,B_mm
93,3,564,260,575,262,9.334998463138236,295.9189078109069,9.370305510616129,307.0977043222564,0.5856,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.403,0.0185,1.0823,301.4047,7.4633,-1.2268,7.5635
94,7,119,421,105,441,126.20626964583077,259.01737393464555,126.1016869355374,283.425475213503,0.7067,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9782,0.045,2.7175,270.6723,-4.0122,-5.4807,6.7923
94,3,545,268,571,274,11.592175410291071,278.6844093235214,11.71471287809376,305.3604427557702,0.704,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.993,0.0457,2.7594,291.4132,7.1636,-1.4695,7.3128
95,7,123,423,108,443,125.22825264797915,258.3060200614767,125.37310275973213,283.2966642938106,0.6893,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0031,0.0461,2.7883,270.2248,-3.9115,-5.5392,6.7810
95,3,526,266,575,277,12.002294898783708,259.6767220988435,12.107670256760349,309.8935301034857,0.5967,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.9167,0.0882,5.3855,282.5714,6.9359,-1.4746,7.0909
96,7,126,429,112,451,123.93310224870017,261.5434954266689,123.80057033884978,287.6125866508627,0.6673,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.032,0.0475,2.8705,273.9593,-3.8377,-5.7039,6.8748
96,3,530,272,579,284,13.091893064346847,264.8848806557294,13.198903231376045,315.32998588779975,0.5972,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8901,0.0869,5.3099,287.9145,7.0372,-1.6366,7.2250
97,7,127,435,113,458,123.03289762341504,265.9962405749375,122.87626175221061,292.91124935720717,0.6561,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0469,0.0482,2.9128,278.8057,-3.8139,-5.8655,6.9964
97,3,531,278,580,291,14.296204386029508,267.27700986055646,14.385870124553856,317.9701243827791,0.6105,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8831,0.0866,5.2899,290.4281,7.0623,-1.7997,7.2880
98,7,126,442,112,465,122.40667004389688,272.4261367783936,122.30971345253533,299.34762400927787,0.7051,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0236,0.0471,2.8466,285.2531,-3.8362,-6.0434,7.1582
98,3,552,289,579,297,15.376251248826188,290.3945591776816,15.47597138489838,318.54983911469805,0.7235,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0052,0.0462,2.7941,303.8213,7.3512,-2.0216,7.6241
99,7,123,449,108,473,122.15724595605556,279.94642344563005,122.14330263103473,308.24827655641485,0.8178,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0461,0.0481,2.9103,293.4165,-3.9189,-6.2335,7.3630
99,9,527,290,565,303,17.007946955407327,266.6627083039546,17.253759909595374,306.8061277093403,0.6004,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.5218,0.07,4.2629,285.3294,6.8469,-2.0944,7.1601
99,3,548,296,577,305,16.927513064147043,288.4995667241114,16.957409111271133,318.86360720533787,0.8283,3,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0869,0.05,3.0263,302.9226,7.2722,-2.2133,7.6016
100,9,524,294,571,310,18.024723521238478,265.0056603169072,18.14703275636492,314.6505998723028,0.5895,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8619,0.0856,5.2297,287.7022,6.8653,-2.2340,7.2196
101,3,541,308,567,318,19.64032999812544,285.616876252087,19.764481005365106,313.4661066207956,0.6741,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0106,0.0465,2.8096,298.8942,7.0641,-2.5210,7.5005
102,3,517,307,563,325,21.194056481542287,262.77366686941826,21.221995418502825,312.1698255757593,0.6459,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8678,0.0859,5.2464,285.3498,6.6763,-2.5888,7.1606
103,3,534,322,559,333,22.774969548886443,284.1548873413934,22.86042373500087,311.46428366668306,0.7259,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9968,0.0459,2.7703,297.1835,6.8761,-2.8869,7.4576
104,3,531,327,556,339,23.94196021174719,283.38313287844073,24.093386415444577,311.1028768751585,0.6521,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0137,0.0466,2.8184,296.5967,6.8024,-3.0204,7.4428
105,3,509,322,529,331,24.89766543849197,261.283371074395,24.84578884315446,283.21370023358685,0.6169,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8756,0.0403,2.4258,271.8069,6.1868,-2.8715,6.8208
106,3,527,335,551,347,25.75047412731827,283.11481769769665,25.82099197418928,309.94515643900615,0.7294,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9835,0.0452,2.7326,295.9231,6.6885,-3.2262,7.4259
107,3,503,331,546,354,27.25532837494307,259.8499567057882,27.395366663336002,308.60978597575286,0.5757,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8648,0.0858,5.2378,282.1387,6.2940,-3.2423,7.0800
108,3,521,341,546,355,27.387422157076173,280.43180989324304,27.559957470857988,309.0711892105118,0.6358,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0562,0.0486,2.9391,294.0558,6.5520,-3.3944,7.3791
109,3,500,333,544,357,27.954970688696157,258.11818998280614,28.061552626918317,308.2352997305792,0.6011,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.9238,0.0885,5.4056,280.9593,6.2278,-3.3051,7.0504
110,3,517,347,541,361,28.85566121971652,279.7320146139873,28.982215281607562,307.5093494513622,0.6818,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0283,0.0473,2.8600,292.9637,6.4389,-3.5479,7.3517
111,3,513,352,537,367,30.152855030355347,278.71311415145146,30.323606862549987,307.001628660175,0.6267,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.05,0.0483,2.9215,292.1742,6.3398,-3.6829,7.3319
112,3,507,358,531,374,31.85171673492205,276.6604416970377,32.02526376922634,305.49140740780257,0.6286,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0767,0.0495,2.9974,290.3620,6.1892,-3.8452,7.2864
113,3,504,362,527,378,32.88475819754213,276.26798583983634,33.06333832629082,304.27126055544585,0.6273,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0487,0.0482,2.9178,289.5942,6.1027,-3.9457,7.2671
114,3,500,366,522,382,34.03661035367036,275.13632984395207,34.2157021324374,302.32432915661946,0.613,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0236,0.0471,2.8464,288.0903,5.9908,-4.0464,7.2294
115,3,493,370,515,387,35.56219459814305,271.67075661542964,35.760098179020886,299.4561737550255,0.603,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0577,0.0487,2.9433,284.8876,5.8156,-4.1578,7.1490
116,3,480,374,500,391,37.91310458992633,263.6436989575135,38.13502322497999,289.8706608127149,0.5872,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0301,0.0474,2.8650,276.1358,5.4669,-4.2579,6.9294
117,3,473,375,493,392,39.040160889286945,258.7856255668,39.1621145477107,285.02806879323305,0.6979,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0491,0.0483,2.9190,271.2737,5.2873,-4.2877,6.8074
118,3,472,376,491,393,39.351752626264734,258.6426105652354,39.57318750142718,284.1161734220704,0.5955,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0203,0.0469,2.8372,270.7816,5.2544,-4.3086,6.7950
119,3,471,376,491,393,39.492637970247095,257.87012234844116,39.57318750142718,284.1161734220704,0.7464,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0528,0.0484,2.9295,270.3577,5.2356,-4.3147,6.7844
120,3,469,377,488,394,39.948310656237574,256.9708154635464,40.117240436166945,282.4535360019414,0.6473,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.027,0.0472,2.8562,269.1103,5.1771,-4.3361,6.7531
121,3,462,381,480,398,41.65225121686938,254.2852728728111,41.80406198640409,279.03404810166086,0.6611,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0088,0.0464,2.8046,266.0854,4.9891,-4.4377,6.6772
122,3,449,385,466,402,44.345219597732296,247.50353532828578,44.40319054877082,271.5437349673161,0.7614,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0069,0.0463,2.7991,258.9669,4.6474,-4.5424,6.4985
123,3,446,385,464,402,44.83488293688893,245.3670719554684,44.70002483769609,270.1184925176357,0.6867,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0439,0.048,2.9041,257.1486,4.5760,-4.5497,6.4529
124,3,438,387,455,405,46.51185434282675,241.2073796549351,46.523464791651826,265.9661632614194,0.7954,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0613,0.0488,2.9537,252.9824,4.3690,-4.6058,6.3484
125,3,433,387,449,406,47.38594403038881,237.7940285204824,47.62357789278356,262.6118809193522,0.6024,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0782,0.0496,3.0018,249.5875,4.2405,-4.6093,6.2632
126,3,433,387,449,405,47.38594403038881,237.7940285204824,47.47611267370871,261.87401551127596,0.7422,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0477,0.0482,2.9150,249.2538,4.2349,-4.6031,6.2548
127,3,431,387,447,405,47.7426113574816,236.4444966583067,47.800279168037946,260.5263902179585,0.7698,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0535,0.0485,2.9314,247.9020,4.1833,-4.6043,6.2209
128,3,430,387,446,406,47.9224726680249,235.77319610167734,48.110840653490776,260.5993092853471,0.6546,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0873,0.05,3.0277,247.5654,4.1632,-4.6111,6.2124
129,3,424,388,439,406,49.18491612511841,232.55106965997814,49.27731617324477,255.9785147234041,0.7404,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0425,0.048,2.9004,243.7031,3.9972,-4.6284,6.1155
130,3,419,390,433,409,50.448651441359864,230.85276693165278,50.74228327780413,254.42091109026396,0.5421,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0558,0.0486,2.9382,242.0645,3.8680,-4.6837,6.0744
131,3,403,394,416,414,54.25440686529586,224.24317157942625,54.51602020496817,248.07257002740147,0.5854,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0968,0.0505,3.0547,235.5567,3.4532,-4.7975,5.9111
132,3,399,396,412,415,55.38588712124751,223.57325421436258,55.40771131249006,246.59480935331953,0.8043,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0645,0.049,2.9628,234.5204,3.3430,-4.8434,5.8851
133,3,394,396,406,415,56.45389141609221,220.77137495608437,56.57125690829497,243.2385660210979,0.7173,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0526,0.0484,2.9291,231.4610,3.2097,-4.8409,5.8083
134,3,390,397,402,416,57.46872826995511,219.4288039433292,57.49247557736109,241.9008061168875,0.8023,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.059,0.0487,2.9471,230.1175,3.1053,-4.8685,5.7746
135,3,386,397,398,416,58.35795101117063,217.30393461693234,58.29857033049428,239.774894432257,0.7749,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0688,0.0492,2.9750,227.9871,3.0014,-4.8706,5.7211
136,3,377,397,388,416,60.42216131873867,212.72047386182646,60.376251248826186,234.67424230196207,0.787,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0668,0.0491,2.9693,223.1587,2.7642,-4.8702,5.6000
137,3,370,395,380,415,61.83009896785003,207.5885353289049,61.98614264666424,229.94129685639334,0.7076,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1107,0.0511,3.0940,218.1939,2.5849,-4.8268,5.4754
138,3,364,397,373,416,63.55896546801962,206.6131651178114,63.66007842861577,227.6334773270399,0.7407,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0524,0.0484,2.9283,216.6146,2.4204,-4.8671,5.4357
139,3,361,398,370,417,64.42913587842881,206.196508214858,64.44992534758651,227.2201575564985,0.8128,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0545,0.0485,2.9345,216.1984,2.3417,-4.8939,5.4253
140,3,354,398,363,418,66.2092261342228,203.2732151563506,66.16667171626558,225.20435164534453,0.7855,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1127,0.0512,3.0999,213.6775,2.1630,-4.9064,5.3620
141,3,351,400,359,420,67.20723243230185,203.92400545301183,67.30194229325245,225.46174841866193,0.7597,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0905,0.0502,3.0366,214.1527,2.0819,-4.9543,5.3740
142,3,343,401,351,421,69.41073983949205,201.89601283829256,69.29388760258507,223.4323163734378,0.7153,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1008,0.0506,3.0660,212.1189,1.8719,-4.9829,5.3229
143,3,328,404,334,424,73.73979529168804,200.0,73.69829165569263,220.8800579500105,0.7773,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0785,0.0496,3.0027,209.9221,1.4750,-5.0571,5.2678
144,3,323,405,329,424,75.1980019165662,199.6246477767713,74.95089799423022,219.52904135899652,0.615,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0324,0.0475,2.8715,209.1042,1.3406,-5.0731,5.2473
145,3,319,406,324,425,76.38145833855894,199.6121238802894,76.28065473597837,219.25555865245468,0.7466,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0195,0.0469,2.8350,208.9732,1.2347,-5.0966,5.2440
146,3,315,406,319,426,77.5024672765595,198.70832896484234,77.61301323762892,219.10043359153812,0.737,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0611,0.0488,2.9530,208.4067,1.1317,-5.1059,5.2298
147,3,307,407,310,426,79.8244891569568,198.11612756158948,79.93093730111059,217.34764779035453,0.6997,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0063,0.0463,2.7974,207.2868,0.9189,-5.1199,5.2017
148,3,300,407,302,428,81.82876644005026,197.0,82.09283729704154,218.07338214463496,0.6105,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1037,0.0508,3.0744,207.0017,0.7383,-5.1418,5.1945
149,3,288,409,290,430,85.35672741688116,197.6486782146544,85.27986306895644,218.74185699129464,0.7532,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1013,0.0507,3.0674,207.6610,0.4218,-5.1940,5.2111
150,3,283,408,284,429,86.7877902398908,196.30843079195554,86.8347936111896,217.33154395991392,0.7731,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1049,0.0508,3.0777,206.2857,0.2901,-5.1684,5.1766
151,3,279,408,280,429,87.95459151111278,196.1249601657066,87.88866937442398,217.14741536569116,0.7669,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1059,0.0509,3.0804,206.1015,0.1846,-5.1686,5.1719
152,3,275,409,276,430,89.12754287709797,197.02284131541703,88.94881925045625,218.03669415949233,0.6865,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1007,0.0506,3.0656,206.9978,0.0791,-5.1938,5.1944
153,3,273,410,273,431,89.7106298365594,198.00252523642217,89.7383772543052,219.00228309312212,0.7916,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0948,0.0504,3.0489,207.9736,0.0264,-5.2188,5.2189
154,3,266,413,265,433,91.70981404414152,201.08953229842672,91.81419190902996,221.11083193728885,0.7194,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0309,0.0474,2.8674,210.6255,-0.1577,-5.2831,5.2855
155,3,258,416,256,437,93.92590770368398,204.47982785595258,94.06751956658016,225.5681715136247,0.6866,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0661,0.049,2.9673,214.5069,-0.3685,-5.3702,5.3829
156,3,254,415,251,436,95.0671617258532,203.79646709401024,95.35582504285519,224.98222151983475,0.5754,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0742,0.0494,2.9903,213.8660,-0.4740,-5.3458,5.3668
157,3,242,415,238,436,98.40650989736787,205.20477577288497,98.63080178854844,226.56566377101365,0.6327,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0755,0.0495,2.9942,215.3568,-0.7901,-5.3461,5.4042
158,3,234,417,230,439,100.50148500865131,208.4922060893404,100.4824383975599,230.85276693165278,0.8004,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1065,0.0509,3.0821,219.1035,-1.0021,-5.4061,5.4982
159,3,232,418,228,440,100.98865109649398,209.84756372185979,100.92280471986926,232.20680437919987,0.7626,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0996,0.0506,3.0626,220.4617,-1.0545,-5.4309,5.5323
160,3,227,418,221,440,102.32249663755256,210.85777196963835,102.60860679336623,233.63432966925043,0.5888,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.114,0.0512,3.1035,221.6625,-1.1871,-5.4343,5.5624
162,3,209,422,202,444,106.69924423399362,219.24643668712156,106.78983037118475,242.33035303073365,0.7173,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0872,0.05,3.0274,230.2112,-1.6600,-5.5333,5.7769
163,3,204,423,197,445,107.86282738713119,221.68671588527806,107.84276547079301,244.77336456403913,0.7954,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.076,0.0495,2.9954,232.6587,-1.7909,-5.5569,5.8384
164,3,191,428,182,450,110.55604521958347,230.68810112357335,110.71417484434872,254.44842306447882,0.6899,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0648,0.049,2.9635,241.9864,-2.1322,-5.6858,6.0724
165,3,181,433,171,456,112.38013505195958,239.00209204105306,112.48634749787955,264.0776400985134,0.7097,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0836,0.0498,3.0171,250.9149,-2.3974,-5.8222,6.2965
166,3,180,433,170,456,112.6014537084707,239.38462774372127,112.68652667423028,264.4617174564213,0.7303,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.082,0.0498,3.0126,251.2991,-2.4236,-5.8218,6.3061
167,3,170,433,159,456,114.77514056883193,243.402958075698,114.84955063026173,268.895890634275,0.7235,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0818,0.0498,3.0120,255.5151,-2.6870,-5.8218,6.4119
168,3,149,434,136,457,118.98882252119154,253.7971631047124,119.03474421095984,280.2159881234474,0.7622,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0755,0.0495,2.9941,266.3531,-3.2393,-5.8465,6.6839
169,3,143,434,130,457,120.16006083808709,256.7586415293554,120.09623077508712,283.17662332897464,0.7375,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0637,0.0489,2.9605,269.3213,-3.3955,-5.8435,6.7584
170,3,139,433,125,456,121.03994768332407,257.93410011086166,121.06724066911896,284.8596145472362,0.7781,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0784,0.0496,3.0024,270.7290,-3.5031,-5.8209,6.7937
171,3,132,432,117,455,122.47119229084849,260.76809620810593,122.53217766378683,288.22560607968194,0.7518,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0873,0.05,3.0276,273.8102,-3.6889,-5.7968,6.8710
172,3,126,432,111,455,123.56969841837245,264.0378760708395,123.5265215015169,291.49614062625255,0.7714,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0745,0.0494,2.9913,277.0884,-3.8448,-5.7936,6.9533
173,3,122,432,108,455,124.28687697720898,266.27053911388697,124.01530024573417,293.1637767528587,0.5377,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0451,0.0481,2.9076,279.0707,-3.9451,-5.7861,7.0030
174,3,116,431,101,454,125.46336424154059,268.8810145770802,125.24546960214927,296.31908477180474,0.5745,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0554,0.0485,2.9369,281.9340,-4.1047,-5.7624,7.0749
175,3,108,431,92,454,126.82801477354307,273.60007309940545,126.6419315563,301.6023872584566,0.6122,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0584,0.0487,2.9453,286.9196,-4.3158,-5.7631,7.2000
176,3,104,431,87,454,127.49265333305034,276.0163038662753,127.39656758722025,304.6128690649822,0.7206,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0707,0.0493,2.9805,289.6104,-4.4234,-5.7663,7.2675
178,3,93,431,75,454,129.2609015019104,282.8462479864281,129.14729811790897,312.04647089816604,0.6903,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0671,0.0491,2.9702,296.7297,-4.7123,-5.7654,7.4462
179,3,88,430,70,453,130.16559369373672,285.27180021866866,129.96887295324828,314.45985435346114,0.5998,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0581,0.0487,2.9445,299.1556,-4.8420,-5.7368,7.5070
180,3,79,429,60,451,131.64992360249855,290.410054922346,131.5739648537367,319.4761336938958,0.7146,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0361,0.0477,2.8820,304.2505,-5.0740,-5.7049,7.6349
181,3,79,429,60,451,131.64992360249855,290.410054922346,131.5739648537367,319.4761336938958,0.7148,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0361,0.0477,2.8820,304.2505,-5.0740,-5.7049,7.6349
182,3,78,429,57,452,131.79700759349305,291.0755915565577,131.85504253530198,322.21886971436044,0.75,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.104,0.0508,3.0750,305.8565,-5.1155,-5.7219,7.6752
183,3,77,429,56,451,131.94341955185055,291.74303762043746,132.10619294676104,322.1443775700579,0.6294,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0766,0.0495,2.9973,306.1909,-5.1357,-5.7151,7.6836
184,3,72,426,58,442,133.06319961377895,292.9095423505352,132.93618027154304,314.1591953134589,0.5056,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.761,0.035,2.0999,303.1625,-5.1945,-5.5581,7.6076
185,3,69,423,47,446,133.89297295431925,292.7968579066381,133.87669728592456,324.6243983436858,0.8095,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1207,0.0515,3.1225,307.8903,-5.3567,-5.5678,7.7262
186,3,68,421,47,443,134.30638038121273,292.056501382866,134.24615166692922,322.4686031228467,0.7511,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0759,0.0495,2.9952,306.5100,-5.3725,-5.5042,7.6916
187,3,68,418,48,439,134.72051060945526,289.917229567337,134.61888070197887,318.912213626258,0.6967,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0353,0.0476,2.8799,303.7243,-5.3630,-5.4156,7.6217
189,3,72,408,52,429,135.57872556560778,280.0285699709942,135.39332869193643,309.01294471267704,0.6157,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0697,0.0492,2.9777,293.8077,-5.2658,-5.1605,7.3728
190,3,74,399,54,418,136.63657704161673,272.34720486907884,136.6211459136534,299.93332592427936,0.8029,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.048,0.0482,2.9157,285.4754,-5.2081,-4.9188,7.1637
191,3,75,389,56,408,138.06102979941767,264.83579818446,137.7791668640721,291.67104758614624,0.5193,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0483,0.0482,2.9168,277.6064,-5.1819,-4.6558,6.9663
192,3,76,385,56,403,138.5666674644238,261.4287665885298,138.51498049656794,288.334874755032,0.7625,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.064,0.0489,2.9613,274.2234,-5.1592,-4.5537,6.8814
193,3,75,380,56,398,139.54272460638293,258.90731932488893,139.26789330029084,285.04736448527285,0.5389,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0447,0.0481,2.9066,271.3493,-5.1811,-4.4184,6.8093
194,3,73,373,54,390,141.02557500836667,255.9726547895302,140.76788889791413,281.4391586115905,0.5452,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0302,0.0474,2.8653,268.1025,-5.2304,-4.2316,6.7278
195,3,66,363,43,379,143.75822199285767,255.41534801182172,143.8983130644626,283.425475213503,0.7306,1,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1301,0.052,3.1493,268.6924,-5.4381,-3.9862,6.7426
196,3,58,350,36,364,147.1836565859874,254.6369965264278,147.21571913413086,280.713376952364,0.7652,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0589,0.0487,2.9470,267.0401,-5.6317,-3.6317,6.7011
196,10,630,314,637,316,15.903111200471976,372.24722967404335,15.903922307360652,379.5273376187808,0.7479,2,20,3,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.2105,0.0097,0.5351,375.8520,9.0707,-2.5844,9.4317
