Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Z_mm,B_px,X_mm,Y_mm
53,1,519,96,538,87,334.84357755826045,272.88275870783775,334.8300040839034,293.90644770062465,0.9377,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9136,283.0047,6.4278,-3.0197
54,2,217,319,212,327,117.20401107606962,120.30793822520607,117.5528115767178,129.71121771072848,0.6604,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9534,124.8327,-1.4409,2.7815
54,3,75,249,59,252,169.36278549070994,200.44450603596,169.3641044239643,216.72332592501436,0.8821,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.062,208.2663,-5.1365,0.9647
54,1,521,93,541,83,334.4563212914991,275.9746365157494,334.37977108020397,298.33202979231044,0.7995,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0549,286.7182,6.4895,-3.107
55,2,219,316,214,324,117.00409070275965,116.72617529928752,117.37770277133174,126.1269202034205,0.6574,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.038,121.2446,-1.3906,2.7061
55,3,77,246,61,249,170.10939505824197,197.9419106707824,170.0539950575827,214.21951358361358,0.9477,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.0983,205.7593,-5.0862,0.8895
55,1,523,90,542,81,334.07766297993436,279.0788419067271,334.11802560329943,300.1016494456503,0.8375,3,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.8525,289.2087,6.5284,-3.1702
56,4,124,404,113,419,127.6262336386698,242.42112119202815,127.52844082340764,261.01724080987447,0.7305,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9017,251.3757,-3.8467,4.9994
56,2,220,314,216,322,117.01266534793854,114.49017425089369,116.98023071822286,123.43419299367578,0.981,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.952,118.7941,-1.3532,2.6562
56,3,78,244,62,247,170.6334900429879,196.6214637317096,170.53767779197437,212.8966885604377,0.794,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,3.1174,204.4357,-5.061,0.8393
56,1,524,88,544,79,333.79988515865267,280.8558349046713,333.9427267797484,302.77549438486597,0.7273,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.9494,291.404,6.5654,-3.22
57,4,125,403,115,417,127.58308628086162,241.0186714758838,127.44683022497075,258.21309029559285,0.6132,4,47,1,0,5000,100,120.0,10.0,15.0,0.35,0.35,0.3,0.1,2.7097,249.3198,-3.8098,4.9627
