Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Z_mm,B_px,X_mm,Y_mm
37,3,68,406,48,425,136.47636850981308,274.4485379811669,136.4756773081494,302.03476621077914,0.7966,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
38,3,63,407,42,427,137.0350344568599,278.7758956581433,136.97493401088198,307.77426793024785,0.7692,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
38,8,81,394,51,422,136.42026554639907,256.7586415293554,136.49669883975895,297.7935526501539,0.6851,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
39,3,64,406,42,427,137.04540848888723,277.3625785862253,136.97493401088198,307.77426793024785,0.8035,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
39,8,81,393,51,422,136.5823539226186,256.0703028466987,136.49669883975895,297.7935526501539,0.7892,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
40,3,69,405,48,425,136.4840146756621,273.034796317246,136.4756773081494,302.03476621077914,0.81,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
41,8,88,399,69,418,134.52386874835815,255.27436220662662,134.56921278299137,282.14358046923553,0.7886,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
42,2,299,454,301,475,82.31036509725475,239.1505801790997,82.49265333305034,260.23066690918654,0.772,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
43,2,317,448,322,472,77.7867234535606,236.34931774811622,77.82854179141253,260.86394921491166,0.8154,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
43,6,134,385,120,402,128.36748538486154,214.27319011019554,128.47046400115275,236.29219199965115,0.7455,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
44,2,321,426,330,466,75.51312486161444,215.8633827215723,75.80144597613683,256.8462575160479,0.5098,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
44,9,36,432,11,455,137.0545728809257,315.5724956329369,137.08677727557077,349.54255821001254,0.8749,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
44,6,143,379,129,396,127.43160297841057,204.00980368599937,127.63041642297489,226.01991062736045,0.6844,4,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,,,,
