Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
200,14,482,224,490,225,9.716685817785104,296.24989451474914,9.648045316098155,304.30412419157255,0.3977,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.2916,0.0134,,,,
203,13,615,289,634,294,15.140983835076906,440.2839992550263,15.124007308310569,459.9304295216832,0.64,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4745,0.0218,,,,
205,13,611,288,633,294,15.151426474495517,436.16166727487644,15.156578380643671,458.9651402884537,0.6559,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5538,0.0255,,,,
206,13,610,288,635,294,15.185837262201323,435.19650733892615,15.091572678594877,460.89586676384937,0.4285,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.6235,0.0287,,,,
209,13,604,286,627,292,15.137949583132855,428.8822682275405,15.110797145535116,452.6510797512804,0.5905,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5862,0.027,,,,
210,13,600,285,622,291,15.14864308422427,424.75993219699996,15.154068050312599,447.56340332962884,0.6563,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5683,0.0261,,,,
213,13,597,284,620,290,15.124007308310569,421.6028937282096,15.097155158190708,445.371754829603,0.6011,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.596,0.0274,,,,
213,15,410,65,428,57,333.6436756937813,245.52189311749777,333.82142376762636,265.2036952985384,0.4804,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8378,0.0385,,,,
216,13,594,283,617,289,15.098999799199483,418.4459343810141,15.07330010031512,442.21487989437895,0.5962,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.6004,0.0276,,,,
217,15,404,64,421,55,332.7959889239304,240.61587645041215,332.7446716250569,259.8499567057882,0.6289,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8355,0.0384,,,,
219,13,612,282,627,286,14.355258988153373,435.600734618297,14.375085525486739,451.12415142619,0.5714,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3806,0.0175,,,,
221,13,611,281,627,285,14.260178931009575,434.3846221955837,14.25198771808854,450.87692333939646,0.6239,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.405,0.0186,,,,
221,16,571,274,592,279,14.706545281527587,393.90481083632375,14.63827853837369,415.4864618733082,0.4795,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5797,0.0267,,,,
