Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
14,3,158.0000,200.6000,133,194,189.21102654081665,112.44998888394787,189.73944594549724,135.95955280891445,0.5658,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.9724,0.0946,1.9724,,158.0000,200.6000
15,1,376.2000,407.4000,390,425,59.44131292928861,218.3231549790356,59.40221579066578,241.6464359348178,0.8276,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0624,0.0507,1.0624,,376.2000,407.4000
15,2,193.0000,347.4000,187,358,119.35775354279127,146.86047800548656,119.56953133326778,162.1141573089778,0.705,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1060,0.0494,1.1060,,193.0000,347.4000
15,3,156.6000,202.0000,133,194,189.21102654081665,112.44998888394787,189.73944594549724,135.95955280891445,0.5655,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.9515,0.0946,1.9515,,156.6000,202.0000
16,1,374.8000,409.2000,385,430,60.769256597841775,221.16283593768642,61.01395882732633,243.50154003619772,0.6393,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0542,0.0481,1.0542,,374.8000,409.2000
16,2,191.4000,349.0000,183,364,119.4190761517484,152.6892268629323,119.74488129694222,169.30741271426953,0.6246,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0909,0.0516,1.0909,,191.4000,349.0000
16,3,155.6000,206.4000,149,203,185.6544208226407,101.49384217774002,186.76617482255307,118.82760622010359,0.3855,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.8359,0.0787,1.8359,,155.6000,206.4000
17,1,372.0000,412.8000,382,432,61.69924423399363,221.472345903501,61.85839876773828,243.82370680473218,0.7047,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0495,0.048,1.0495,,372.0000,412.8000
17,2,188.6000,352.4000,179,366,120.3355385115889,156.41611170208776,120.56626988955452,173.04623659588788,0.697,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0966,0.0505,1.0966,,188.6000,352.4000
17,3,155.5000,208.2500,126,201,185.32574062476772,118.51160280748886,186.4739559686723,141.90489773083945,0.379,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.7805,0.0898,1.7805,,155.5000,208.2500
18,1,368.6000,417.0000,381,433,62.16958515751111,222.76669409945464,62.17590361574674,244.23758924457144,0.8292,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0468,0.046,1.0468,,368.6000,417.0000
18,2,185.2000,356.4000,178,367,120.46554491945989,157.78466338652817,120.68206863687206,174.4161689752415,0.7147,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1072,0.0501,1.1072,,185.2000,356.4000
19,1,365.2000,420.8000,374,444,64.78548323192804,227.69497139814047,64.76242093239473,250.95417908454922,0.804,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0508,0.0486,1.0508,,365.2000,420.8000
19,2,181.8000,360.2000,171,377,120.67232578233511,168.5852899869974,120.96375653207352,186.59046063504962,0.6171,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1114,0.0507,1.1114,,181.8000,360.2000
20,1,361.6000,425.0000,371,448,65.78365455843999,229.16587878652442,65.76194226683806,253.33179824096302,0.8156,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0531,0.0501,1.0531,,361.6000,425.0000
20,2,178.4000,364.2000,168,381,121.0206540104043,172.69916039170545,121.11763918672645,191.56461051039673,0.7803,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1206,0.0518,1.1206,,178.4000,364.2000
20,3,155.3333,211.3333,135,221,178.02506598911802,116.06894502837527,178.26429541107163,132.06059215375342,0.6191,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.6881,0.0644,1.6881,,155.3333,211.3333
21,1,357.0000,429.6000,367,451,66.76879948445858,230.70543990118657,66.8605382367883,254.4720023892609,0.7467,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0678,0.049,1.0678,,357.0000,429.6000
21,2,173.8000,368.8000,165,386,121.18497465873838,177.67385851610248,121.11309358620342,197.39554199626699,0.7949,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1322,0.0526,1.1322,,173.8000,368.8000
22,1,352.2000,432.6000,363,455,68.06151953229354,232.86262044390037,68.03275659318712,256.632032295269,0.8015,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0620,0.0486,1.0620,,352.2000,432.6000
22,2,168.8000,372.0000,160,389,121.77220399744242,182.3211452355431,121.88545501166804,202.5660386145713,0.7613,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1314,0.0526,1.1314,,168.8000,372.0000
23,1,345.8000,436.0000,356,460,69.78721046111454,234.43762496664223,69.88448352676428,258.7856255668,0.7359,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0563,0.0494,1.0563,,345.8000,436.0000
23,2,162.4000,375.6000,153,394,122.93511558947458,189.44656238633627,122.78428086586914,210.535032714273,0.7114,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1291,0.0527,1.1291,,162.4000,375.6000
24,1,339.8000,439.0000,347,460,71.72074584687576,232.74449510138794,71.7775191012451,255.8300216940928,0.7488,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0547,0.0473,1.0547,,339.8000,439.0000
24,2,156.2000,378.6000,144,395,124.58397169242929,195.5556186868585,124.64490877985199,216.3631207022121,0.8161,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1214,0.0505,1.1214,,156.2000,378.6000
25,1,334.6000,441.2000,336,466,74.6591092359951,234.35016535091245,74.51149855709032,258.3834360016137,0.6778,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0426,0.0488,1.0426,,334.6000,441.2000
25,2,150.8000,381.0000,133,401,126.08889352557722,205.41908382621125,126.06438615741826,227.62249449472256,0.8239,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1136,0.0513,1.1136,,150.8000,381.0000
26,1,329.8000,443.4000,335,467,74.95867052681935,235.05318547086316,74.78367328797702,259.0829982843336,0.6547,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0428,0.0486,1.0428,,329.8000,443.4000
26,2,146.2000,383.6000,131,402,126.37264685593478,207.40781084616847,126.3209130749985,229.6105398277701,0.7836,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1050,0.0508,1.1050,,146.2000,383.6000
27,1,326.2000,446.4000,333,466,74.95867052681935,235.05318547086316,75.15454791791618,257.59852484049674,0.6506,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0247,0.0458,1.0247,,326.2000,446.4000
27,2,142.6000,386.8000,131,402,126.37264685593478,207.40781084616847,126.3209130749985,229.6105398277701,0.8138,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0951,0.0508,1.0951,,142.6000,386.8000
28,1,324.4000,448.6000,330,472,76.13897243697885,237.92856070678022,76.122470196792,262.6670896781704,0.8208,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9994,0.0494,0.9994,,324.4000,448.6000
28,2,140.8000,389.2000,127,407,126.22494425552034,213.21350801485352,126.3843518158359,236.00847442411893,0.7031,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0860,0.0507,1.0860,,140.8000,389.2000
29,1,322.4000,451.2000,328,474,76.88132820348773,242.32416305436814,76.64769570125726,264.14011433328335,0.6762,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9615,0.0431,0.9615,,322.4000,451.2000
29,2,138.8000,392.0000,125,412,126.08507304285213,219.02054698132775,126.06229918358973,241.22396232547047,0.8215,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0943,0.0482,1.0943,,138.8000,392.0000
30,1,320.2000,454.0000,326,475,77.3944226456154,242.85386552410483,77.11896857516952,264.66015944981217,0.6539,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9275,0.043,0.9275,,320.2000,454.0000
30,2,136.8000,394.8000,123,413,126.14204123637164,220.41778512633684,126.30449712257524,243.21184181696418,0.6992,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1026,0.0492,1.1026,,136.8000,394.8000
30,4,105.5000,253.0000,101,254,167.5095942820908,161.83015788165073,167.4346516200927,170.07351351694948,0.6441,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8539,0.0248,0.8539,,105.5000,253.0000
31,1,318.6000,456.0000,322,477,78.00310069207643,245.35892076710803,78.05582281155367,265.75364531836624,0.6807,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8777,0.0399,0.8777,,318.6000,456.0000
31,2,135.0000,396.8000,119,418,126.30869246411517,224.61077445216202,126.36489984594563,249.6096953245206,0.806,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0971,0.0527,1.0971,,135.0000,396.8000
31,4,105.5000,253.0000,83,257,167.36093755936992,169.09760495051373,167.7352262721076,188.29763673503712,0.5354,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8539,0.0537,0.8539,,105.5000,253.0000
32,1,317.5800,455.2000,321,477,78.2791885011905,246.13207836444238,78.26691584358777,265.5484889808262,0.7244,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.8999,0.0379,0.8999,,317.5800,455.2000
32,2,131.2000,398.4000,119,418,126.30869246411517,224.61077445216202,126.36489984594563,249.6096953245206,0.7907,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1091,0.0527,1.1091,,131.2000,398.4000
33,1,315.9800,454.0000,320,477,78.50730648869003,245.93088459971838,78.47833242364322,265.34694269955327,0.6992,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9137,0.038,0.9137,,315.9800,454.0000
33,2,123.8000,400.2000,118,418,126.56648064363154,226.60317738284255,126.54930110639795,250.2039168358481,0.8118,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1136,0.0495,1.1136,,123.8000,400.2000
34,2,113.7000,401.7000,102,421,128.6598082540901,236.9155967850154,128.9667469937993,262.37568484903477,0.5346,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0986,0.051,1.0986,,113.7000,401.7000
35,2,100.5000,403.3000,81,425,131.7845160082518,252.1269521491108,131.8040619864041,279.03404810166086,0.7607,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0775,0.0507,1.0775,,100.5000,403.3000
36,2,86.7000,404.9000,61,425,134.54164354199958,265.1735280905694,134.72321094782225,292.7456233660889,0.6061,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0772,0.0494,1.0772,,86.7000,404.9000
37,2,75.7000,405.7000,48,425,136.47636850981308,274.4485379811669,136.4756773081494,302.03476621077914,0.8162,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0815,0.0479,1.0815,,75.7000,405.7000
38,2,69.5000,405.9000,42,427,137.0350344568599,278.7758956581433,136.97493401088198,307.77426793024785,0.7692,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0824,0.0494,1.0824,,69.5000,405.9000
39,2,66.6000,405.8000,42,427,137.04540848888723,277.3625785862253,136.97493401088198,307.77426793024785,0.7984,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0875,0.052,1.0875,,66.6000,405.8000
40,2,66.2500,405.7500,48,425,136.4840146756621,273.034796317246,136.4756773081494,302.03476621077914,0.8056,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0993,0.0504,1.0993,,66.2500,405.7500
41,2,67.3333,405.3333,69,418,134.52386874835815,255.27436220662662,134.56921278299137,282.14358046923553,0.763,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1075,0.05,1.1075,,67.3333,405.3333
42,1,317.3800,451.0000,301,475,82.31036509725475,239.1505801790997,82.49265333305034,260.23066690918654,0.7755,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.9579,0.0422,0.9579,,317.3800,451.0000
43,1,319.9800,447.4000,322,472,77.7867234535606,236.34931774811622,77.82854179141253,260.86394921491166,0.7914,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0049,0.0493,1.0049,,319.9800,447.4000
43,5,141.3333,380.0000,120,402,128.36748538486154,214.27319011019554,128.47046400115275,236.29219199965115,0.7346,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0945,0.0489,1.0945,,141.3333,380.0000
44,1,324.7800,442.6000,330,466,75.54511006128176,232.35533133543547,75.80144597613683,256.8462575160479,0.6087,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0485,0.0501,1.0485,,324.7800,442.6000
44,5,145.5000,377.5000,129,396,127.43160297841057,204.00980368599937,127.63041642297489,226.01991062736045,0.6874,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1031,0.0512,1.1031,,145.5000,377.5000
44,6,114.0000,234.0000,95,236,173.6598082540901,153.9415473483361,173.6963722437105,173.04623659588788,0.7136,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.2702,0.0584,1.2702,,114.0000,234.0000
45,1,331.8000,438.6000,336,463,74.22441919020092,231.7282891664287,74.33183957824751,255.49363984256047,0.7401,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0429,0.0488,1.0429,,331.8000,438.6000
45,5,150.2000,374.8000,134,393,127.04247477308287,199.20090361240835,127.07767834699935,220.60145058453264,0.7835,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0997,0.051,1.0997,,150.2000,374.8000
46,1,341.2000,433.4000,347,456,71.40677594566387,228.9497761518888,71.49316190550148,252.03372790164414,0.7493,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.0526,0.048,1.0526,,341.2000,433.4000
46,5,158.8000,369.2000,145,386,125.46676720996999,187.85632808079689,125.82527270824947,208.4346420343797,0.5558,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,1.1042,0.0519,1.1042,,158.8000,369.2000
